x,levels
62.9159515448,29.528040345
94.0602093395,24.7861014636
56.5353979256,27.1109821985
63.8413339694,25.3836068133
65.9829108738,29.3039720643
4.80577324012,29.9667559753
44.6711925666,14.4583946186
57.6730650837,19.1974052205
104.110308061,43.8165057287
50.9267862475,31.0513148573
92.343789292,21.1226331129
99.2610728224,43.4378986711
74.361519731,25.8315336214
10.6815128388,34.6497937999
90.8679540381,30.2674959247
41.3460660744,26.4097422185
25.9779220979,19.0483826766
53.6502551889,28.9198528977
70.9375831656,27.9655988336
49.5668168509,36.3066810038
42.6771617724,23.3565620962
40.6850160203,16.3855248673
65.9608287186,28.6087217564
80.0450898898,19.684120529
79.6303071297,25.8397260974
60.2280743951,24.4056884925
43.6579837584,30.5050772417
23.7500496292,18.2631997911
16.4119681445,20.9796962108
29.289920533,28.1052328572
104.98630469,57.0633087414
98.1771270662,39.1287073203
13.7408124218,18.9452185174
79.3008777637,17.4358908119
49.0314380969,32.1757967592
29.5876988151,21.0345322604
62.9397402275,20.3614771844
78.0628537813,21.4062833815
61.7640114078,26.0122201783
4.83894043983,34.3525467045
20.1130699365,20.8393297661
22.4479557118,16.9936477206
0.864262264546,46.5172290022
23.3752708869,17.1110098812
108.20433391,77.8303238145
63.4037647822,30.96773339
73.0952262562,20.8298310034
83.3718626012,25.7842213819
66.5001419393,28.228834018
34.1627885645,32.8520192158
17.7623575764,11.3638728609
41.959026286,18.6810397676
57.6023535248,21.8928074174
18.0128421465,19.8045498202
5.16716927198,32.7365794534
32.8230141549,16.0463786647
70.8964374975,29.0393479978
62.5451113378,30.8408229782
105.680463695,67.4729759516
70.69485308,27.4009760013
30.4011242775,21.1274341974
90.6069759599,31.9063348718
77.1564080391,12.7397780396
19.4183316694,14.9410917469
98.617705281,42.875077204
14.1163077789,20.3768162479
13.9951496633,19.5407097249
41.9838323363,26.8531583981
33.6139596022,23.9039566641
104.050473954,53.7779040195
33.5535275208,26.8999562575
16.6925598295,15.22012594
46.967882808,33.816590089
3.5826025309,41.3803949268
45.3366967166,33.0630661717
4.9659235355,41.9857893218
84.3986593284,24.4275133314
56.0431720773,30.2237111448
23.876159478,16.833017321
101.375787435,47.0489073474
97.7170484491,36.8396089597
73.2400093106,15.6599482883
71.1075431688,22.9659579816
28.4418524021,25.8346538441
29.8791383887,19.8153344087
54.7218278813,26.1461241362
109.287648904,68.9123264277
7.59787641267,28.5895485121
25.2323981781,20.6347533376
84.8994911072,14.3549055676
70.9482807206,29.7669603242
2.59321033476,39.8007711071
33.194540183,32.1792486014
69.4886708344,23.3928324078
57.5038925517,24.0752736913
35.8947300195,24.2865351608
91.1659789697,31.4209458729
100.619717099,50.7244573054
95.2776953189,36.6879440079
101.629198228,42.1965891129
53.8990902258,19.3761685626
32.3029698448,19.4458420622
12.5836189317,22.1239174361
3.84598750626,38.1798552107
4.99392908564,47.7300482848
9.37868350053,32.20973315
79.2371063206,24.6352220097
54.8953520424,26.2736035857
31.981726822,18.9397953856
33.9423653981,20.1683487865
50.8347992946,33.9415143921
29.8265461495,22.2919071988
30.7194391589,18.8046005927
75.207677701,25.0431557199
77.8374177419,28.234126882
21.073031307,14.7165429266
39.1622329997,22.4600244649
54.5437219954,32.3109665423
20.606893944,19.7858001202
63.2657854388,29.8756384114
78.1592619213,15.1704526451
13.777397993,22.9035782062
54.1174792484,29.9480641256
83.2768638541,30.9116031731
5.23045441252,34.1338091507
84.7569655602,26.3041720097
79.0425974611,19.3949406574
96.1172888245,25.214838838
86.9695495665,27.1309872788
57.0387708444,30.3213194899
95.2388472207,35.3993079102
84.1103902995,20.7974171064
48.153089005,37.8961293173
18.009390221,10.8538981809
58.8824411899,32.5524123404
59.692795801,31.8379545779
58.7801280471,16.7505165962
82.0354896344,25.3737759177
86.9124524997,25.7372602396
25.7454446886,15.4248042706
46.7173955619,31.140450337
86.2746687138,22.5493714574
76.1061668231,28.4695992045
29.9116733224,19.47225988
48.1167420149,20.4954156388
60.7222647626,25.4261314854
30.5271947434,13.0917488265
8.47523621538,36.3074590467
76.0202350015,23.4509041764
15.6234554395,23.9210266101
51.6565283082,35.1037202887
58.9327920709,26.1910006423
67.4196984156,27.2291754215
98.4360632137,36.4026122897
33.4763894768,17.9531541371
13.1083767455,23.6318097723
11.4932465462,30.3407070652
34.2059153946,25.6865329926
41.4125686116,28.1685839995
96.8602683905,35.6367814443
87.4214580819,18.0618361424
100.844949749,39.3808230867
71.0412711097,23.9728621498
53.0938966631,32.6238450978
18.3198973099,21.3236516953
63.5075664878,34.8500657959
55.1310870367,23.6096400688
102.303214041,44.0725061143
19.0217842301,20.9886906948
1.65098231978,45.1947744078
3.09467348702,40.8996821594
61.4351451108,28.7128175705
24.9537669146,19.2318327733
100.442806902,49.1912646646
22.0561155816,20.8507840331
30.6346717945,24.1498399907
49.886789504,29.4961144833
85.4193569449,21.6685141822
33.8044583371,22.1859830952
23.9906843717,14.6490248045
102.092186739,53.8270588115
1.49339439148,45.7424737235
24.1221173036,18.3063444051
3.94648698457,36.9041045771
35.3291520117,23.1747102805
79.4770076396,23.182744805
43.1625339868,18.3013271269
91.2229238368,33.0089923419
58.9850496102,29.0500010981
9.25015246906,41.3168016699
21.8702512392,16.5629712153
84.6610113244,23.1103580189
98.8538487343,37.8074794321
9.04146098538,32.1705590546
88.1702360038,16.6969213165
45.0308897242,29.4349400648
12.0304343569,18.602856979
69.425143808,24.6796490279
42.1174329506,41.2835932204
11.9173564194,25.976504072
42.9319303816,34.5186977758
82.1910846158,20.8902798226
38.5493947293,23.4317509887
94.6676897842,34.7577409599
84.3787961928,30.8700261818
98.5895501695,33.6058270614
64.8219977398,30.6208186057
46.8157242942,25.1094403751
10.0967869901,28.954691635
52.9374831746,36.7073430215
39.7400696853,14.4661424223
89.3010769983,26.0847935398
68.0034160958,20.390997555
107.589722421,68.1646237665
29.2843345798,25.5915047928
13.8392757912,18.1069469716
50.8319888528,29.3185209113
74.5330928405,23.4076272069
69.0902788677,11.0081088296
28.8227996398,9.63687101593
90.3271971588,31.2950921936
31.1900223565,20.1865521343
16.8044802752,22.4997207052
95.5090949809,33.1561921431
94.1935311089,23.2140355577
76.8676408009,24.2353678278
46.4544367947,29.1498597474
16.1689404878,18.4100931024
38.4784799403,30.4871933748
13.8013810214,21.9065364218
8.06595040713,29.4641632055
32.407096481,28.3232810194
6.26423299736,29.6416832878
22.2347057981,11.6179523811
29.5967723879,31.5461976967
81.6290293071,18.7420333096
20.3048626543,20.2311184039
57.6786914173,26.8156392203
84.0103635827,25.2092955258
96.6522966899,31.1172691174
67.1503390121,29.6305746107
27.5858654193,21.8749850273
69.2782198561,34.6691557796
38.5635670677,22.0774541538
11.8233209361,32.6444839277
72.3344078527,19.3255881676
94.918209039,26.4947044483
10.440737564,33.0876894936
4.44209723863,47.7128954952
15.034890038,16.7696994132
3.88797560385,40.6707871246
66.3151103934,28.3708784138
56.7067501912,23.235786363
96.1353581892,35.2645614889
24.3536273521,12.685204903
51.7252745545,26.9269036472
81.7315413595,20.5564033679
14.3554420642,18.1929640052
96.9275373281,39.6757230615
48.9391307064,24.5654742762
47.4186847347,27.3755576085
79.5226269828,24.7564741282
30.1087044392,25.2632588757
43.5728080443,25.5292919059
78.49413011,15.1315746439
15.1955828728,15.5640911601
51.674699911,28.5448518002
61.0542611868,20.6526550208
14.929324911,14.2933137627
77.0966850389,23.7195526639
65.7737473557,32.9554851902
15.1264705074,11.3010139765
6.895526412,21.105747883
6.4890677211,34.8760944481
17.2473250728,21.3164603808
19.1467649471,19.7907917448
94.1756000947,32.7227483154
58.2030826275,20.8170775202
67.0053951133,20.8448361836
87.9632572466,22.2754819345
33.1274650007,19.5911914729
89.2928423881,21.8852111148
50.3956105837,30.2136178868
89.676539641,22.06847636
24.3415123311,15.4814351606
85.5790232123,19.6752996147
47.5644149714,23.1863844861
81.8408432187,23.5782071024
7.27656483402,30.4877533264
30.555316329,16.9733986593
76.2713308511,24.0682342878
70.1895909699,27.2970027298
20.7940084103,23.4356267275
5.81945373736,25.9986535393
47.2521902236,32.5760289329
54.5560087789,25.2972745133
93.4997734804,24.2759313188
66.9849546713,17.6332332266
52.2078457164,30.6227742418
109.597274135,79.7912845895
48.0000300293,28.161949222
86.6936697885,13.9046917333
55.6884492403,31.6655915111
51.9058783997,30.0315280723
68.0878131776,34.8004058474
73.0897350225,23.9357715931
66.0854760621,23.9648386005
99.0045649435,38.8911128632
23.338284205,18.8067144493
102.525053314,48.148289118
18.0010653352,14.3774211991
80.3356269669,27.0357591207
79.1921602838,19.9130509041
3.12688466886,46.3118286898
55.6339879027,22.45990164
51.7606558488,25.510299878
65.5105224663,24.3983513017
106.21639803,66.7891122261
66.9581106156,24.9472125646
43.7197314964,23.8169835642
57.5353122817,27.8776931427
95.3875102267,41.188674347
41.1547249129,30.9697368764
76.1350286313,24.5829504577
83.4888906566,18.7773030777
23.1151473574,16.4473634765
42.8913442521,24.6158647715
104.624520092,56.5018497931
77.6744653897,25.0207460129
82.8050391951,19.9622267544
54.0027677179,33.291337419
36.4588588093,22.7453253001
14.2139418627,18.5933880759
75.861422182,27.4928301849
91.5713665368,26.6574147255
92.3302778366,27.5584950561
50.4439915789,22.0970464263
94.5917475083,24.253857481
33.321762318,25.3491632034
18.5346940958,15.3058394011
47.2083277465,28.4284433109
109.325089799,68.9989973129
100.802079671,40.6871546166
74.604745123,22.3043143552
95.4573718747,23.9469776868
69.7000766276,15.0779069291
86.7300788648,27.3079951028
1.61847725802,53.1299196588
92.4554300822,18.4707082306
75.28132533,19.9795382868
73.8207578868,27.7758342502
35.784088423,20.9293410538
71.6968457153,19.2672237022
56.7032307588,28.3646857001
99.175046838,39.0301653791
9.50365459157,31.2344541973
7.24063654847,23.323582734
101.693707866,48.5235055604
9.20393365578,33.7016039889
104.042344769,58.8282484885
76.106820221,29.8225878639
30.0429630152,22.6325085497
59.1481502807,25.4876083297
101.576408893,34.2447592231
47.6055981525,26.5982572321
26.3952958972,12.9672173866
59.1917626431,25.4428676898
47.7917018997,34.5947171244
71.1821914682,22.5369351755
64.3881033694,27.5420493003
53.3168327765,26.5260230489
108.059915125,71.8037702748
33.6914590021,21.0155823729
80.9493501918,23.8435603178
3.38247685495,43.2359941331
109.005501855,68.4014924457
105.514895174,63.7662264491
63.7659576396,27.2700262951
88.4865252319,25.2791949536
64.2037852509,28.1902850425
14.9078883361,22.200015963
86.1365118917,20.1111604026
51.7788929646,31.3728492502
76.3762010544,30.9169415163
13.4628358475,22.5047455738
89.941931212,27.0601220777
17.9970692628,9.91567428353
102.024104844,68.5432228706
1.52148342829,40.1394470315
59.5298710346,21.9799861617
31.3988790932,31.4383252866
40.524152121,22.6788926002
68.7058456158,25.3777819558
74.0181693882,30.114792699
11.1501332951,23.4192772254
66.2616394083,38.6074395603
82.2292980188,22.8976677419
23.984315189,15.0599844939
83.1676904154,27.4036357303
11.935263524,30.2259606493
62.11236585,16.0271358029
1.67451049101,44.1493425727
30.2350513736,15.6218969292
79.5691421743,29.0379333215
100.589168772,35.3541328587
97.7938765131,30.4177876224
54.4637948358,35.5714017897
62.1367495285,23.2628516064
61.0922415523,26.5344499696
3.73157111457,54.7727111051
26.7583249616,16.1695833679
100.761971704,48.4193632876
70.4785531713,22.8164702328
83.7177085552,20.0911346059
17.0921862608,15.0069957571
23.4755015758,18.3662711006
61.6906946485,29.9094570504
33.3146775938,15.3159490334
54.3982086557,32.0816746383
45.8491799596,30.8586001539
75.580876321,23.2764803152
21.355548628,18.7336345348
89.6864503197,22.3336748808
41.0640237989,34.1200989888
60.2078160938,25.9564146819
79.9253806447,22.9354994
50.3255431451,21.9200252071
109.940205777,79.0233318338
1.54938907033,49.2605889632
52.3561653519,35.7626270816
104.880954873,56.2988719159
76.3573051928,27.7224788917
25.1990500951,20.9398723562
55.9066043805,11.5565749709
6.06985497989,34.1847597982
19.1840655303,19.1470364866
90.4464093044,23.4099119948
45.1097632753,27.2911538737
101.277798668,40.0797599611
10.9433233149,29.4411530224
63.1355651294,37.6785532994
28.2876911065,11.6657312421
109.688742721,75.428358057
84.2868533458,18.9095730868
25.7956317522,19.0133402085
58.9086071592,24.2635508047
31.431216851,21.9440452102
1.71749808108,55.9803607791
71.2437851762,19.3542016051
18.5384164703,19.91511931
58.7801789957,23.3860160747
12.3078031855,23.2253459593
74.1897559211,13.261660163
46.9063446369,26.7564734732
8.49573569371,32.3209111782
8.19340167721,25.1574379155
15.1000179719,20.6031115326
43.3375887998,21.4191197818
105.675813763,61.2235886318
8.74005958704,29.9323033922
34.3011713503,22.0716845156
58.3116965757,29.6364265214
90.7989565116,28.8663828045
10.6438427059,26.5001373965
9.02451261243,30.3369626491
12.3662891262,31.8774228118
40.506433068,14.9363864201
44.3823093015,22.8438818572
63.2032759648,30.8295372811
25.4845768826,15.6153018833
1.57362208443,36.0127607382
77.2775232885,18.1753765365
30.7816180817,18.9917021981
8.90262822734,30.030164649
66.6160748412,28.1483211392
0.866996481287,55.8874705252
17.8889190439,23.0396649813
25.3467269888,17.9825667307
40.6850827887,31.8975669127
48.1509911693,25.4575441491
55.2323802976,21.0209912592
54.8007633813,31.4943739757
32.1248232477,29.8646142024
63.2698227481,23.7839314333
44.7463618607,25.5384503847
22.4200672241,14.02745215
23.9281135284,17.9657028731
11.9634164634,13.5564359424
56.8613713679,33.5840448395
10.2758984717,32.4621808321
23.1160635573,17.3865669323
43.8149478186,25.5275108674
62.5190721021,21.4828546006
3.19164018269,48.9412632669
15.4363836497,14.5739007945
33.0327894473,10.4043223585
89.6045914355,14.2361989179
61.9837616437,30.7547835369
79.6631350699,22.3330966848
102.855935135,44.2725741707
83.6811211299,28.0862263405
53.3745960842,23.6230712266
55.2945921665,27.8571969511
24.6961263341,13.3622940512
37.3671911464,18.1650341441
57.0557759412,24.2022669741
39.7533272676,26.5814166893
4.93771855428,35.1630784906
68.4506007301,24.6701421365
13.8313067331,32.3025352108
79.3739362771,25.2307141743
93.6752979568,30.0163270304
96.6408467523,35.083079424
98.1539493905,35.4648874572
51.6116138229,26.7050229082
99.3837235433,37.3427030462
55.7464366234,18.9952801423
57.856240338,31.8488202269
15.8935601884,18.3609005682
92.9032533082,28.1884659469
70.41386251,21.0214225977
79.9921997802,28.3227944248
34.9373449614,24.56768407
43.459847458,29.3810986968
69.0019809783,16.9894761228
66.354306454,21.8410618908
29.7563216685,24.4987718411
2.00477665093,38.730617911
73.3025636043,27.8343346001
95.2757245129,34.4719143408
36.5523336903,31.8168545296
4.22402911159,34.9433635301
62.2752118954,21.7798336627
42.8793234324,18.188435926
39.1166052595,27.6879774489
64.6265130443,28.5612929292
35.9189856745,20.5388503314
74.159032371,15.3930998662
94.5393627326,32.5147364246
49.4884508879,34.3693981633
15.0111413784,31.1722614823
2.51778588251,44.0374522875
105.937961766,54.8412363644
90.199481614,22.4505867359
56.2361101621,30.6058979273
95.1054117336,27.2533102492
68.481389573,25.4673157553
7.98578731309,31.0929867496
95.5646952324,33.4071027257
58.7191873096,35.6475003901
75.8050192479,29.3854141399
82.6670055421,19.2775737407
67.8329258893,30.0799088757
90.4440513494,29.3332716319
84.6085107075,23.9457580441
24.1763439601,11.8300556992
76.7439417112,15.156803932
11.1072330922,21.8059157267
52.3586688679,32.8341326745
20.978095898,25.0805047946
81.5290691677,25.2525136151
17.0069923743,21.7492505429
95.6987170536,30.7366420927
45.4229400352,33.1209421218
74.9611973935,21.8425215491
44.8913115642,21.2274976956
2.63245053666,47.3977934802
79.3346313958,23.9515674446
37.8705838655,23.7549176038
52.5065274421,34.0252570421
40.8046384771,13.1100911504
44.8507788582,17.9004049531
69.3613148665,25.9338353566
32.496774081,12.0561636401
75.4301781567,18.1637483895
11.1244140035,23.1932064372
44.5326395345,22.6064036152
98.7555105936,40.4405543806
38.6421277059,21.0603266239
14.5130672361,29.3691312034
35.3912287625,15.6862184725
54.9871402284,22.9848400943
14.1518875756,17.1428642087
29.8443873748,31.3428225174
48.9100606539,20.325384268
19.7894695469,13.7514727713
103.858262441,54.6450117196
19.4505896456,22.7362271081
101.126625141,41.7804107213
34.6837153161,18.7044983528
14.5072272544,14.4406788962
52.9721393082,35.5095637766
33.1226165807,25.4681944738
2.20705161338,46.7495980447
20.1523493682,10.4484563825
13.1269154953,29.8945357807
81.1602726886,22.5337208738
4.44959971643,40.9449954772
77.3960937144,34.4240143201
68.0199880002,21.9689853314
55.2003731365,34.3068098371
26.2070440259,12.6958743925
66.130345361,27.7582874899
80.7047456174,26.7044398309
17.1413118032,15.1570607503
60.8270333949,22.4925112351
27.82089036,7.74206689668
7.6842384142,23.2066512958
32.2455829227,26.9341206768
36.9409165832,15.1886114015
44.6627439504,26.8308745383
29.7269709688,16.4026320159
32.6667199132,11.8186934186
79.9531096126,18.4229531204
25.5497979258,16.5468539552
64.4108597878,28.801771341
39.2065812679,18.3556526597
109.901606656,81.6021829328
30.1598698924,20.2104567593
12.4449026834,18.8877348689
84.4023987159,21.0476845709
99.8810607237,37.8874860628
58.7610908475,35.8971341098
68.6365660442,31.8725247555
108.943838949,71.6445022149
41.7494573882,29.2853180576
18.3928568926,18.0934370562
105.94477281,67.9664507466
16.7585271326,20.8557087049
20.1284258769,15.4846971624
100.171632145,39.0942306279
81.5011422238,24.3758010006
53.2145043841,24.3101971387
66.7708005814,22.5894809643
75.5135567504,22.1754812545
58.5222252965,22.0221436709
108.834687794,78.2414588897
19.890445188,22.9336471703
32.6534275418,20.8202928045
6.02592529094,41.8692434829
75.0099220046,17.9077519773
8.80353491792,32.7769774615
88.049687945,23.5610019547
67.140565371,25.8067280916
95.4565000481,27.1769936679
85.1970112628,23.3845018136
8.0391785993,28.8442490139
62.6940178566,34.1416740778
85.0083528235,23.2371310148
0.132770880429,54.5859564415
1.5404792165,46.0148329266
76.7857373222,21.5122977775
72.7485420146,28.3527434012
44.4201603452,32.897148211
0.373202808531,57.1195733544
107.811488723,71.8851363998
37.6280300008,18.9826967372
10.7373180673,30.1544894593
41.4066878609,30.5824000874
10.3799924357,34.5275855949
88.1853144714,24.4005860809
23.5781823152,19.9542866219
25.8478749257,17.0432873818
1.29777152452,50.6539307426
70.0388857106,29.8133568427
24.5840559741,11.1878462975
90.6608323479,22.0391961527
18.9660651902,17.927920904
81.0633744645,21.3111482804
70.3096695179,23.187949228
47.9993665513,22.5285800678
73.6433218644,27.7106476058
86.0311861428,19.1253098813
14.7200799861,20.2561188888
26.2542031731,20.7279023314
23.319171695,12.1289939764
15.3310873052,16.8858666096
80.0970624158,22.77745098
27.30446299,17.9469872033
3.75839452421,35.0549318827
87.661486567,25.5491685909
30.2238599953,19.7671409012
109.882755073,79.4510287055
32.4902350047,13.7537659649
37.9321939657,27.8618681635
31.8684059214,14.8660658878
80.7729309442,24.0235679121
100.938939604,42.1271910301
27.4756316761,16.4082596424
49.1102099822,34.768656661
90.4510141361,25.1781597409
19.5987701171,25.1863211504
52.3077972005,28.1151064315
19.7729166418,20.7207839019
101.269070341,44.4432806337
14.3447260008,23.3281705687
38.3747217154,29.5597650038
41.509306613,32.7958071605
7.7680709798,20.9872170164
65.2735315277,28.1648754999
102.071469124,42.9063541424
65.8957850904,24.5561509653
98.7127922222,31.5668578397
18.3131636312,11.8563353654
84.6928731418,25.1617090741
32.1721351837,14.5689805329
68.4621962678,23.9287396229
42.8762194526,31.5087627778
0.883749583444,44.1533254127
72.880961229,33.0159747259
94.6951983032,35.3859473874
101.451899463,33.9884677997
66.5934739746,23.2802998316
108.352127588,64.7299973039
42.0680475983,28.3093755315
55.6967519482,33.1373281318
8.42199196016,34.7886535198
6.36946351927,20.2516094621
28.9491836945,29.4243398077
73.3913073713,23.3481318367
76.7373017477,30.0352248347
55.7648151714,22.8721320036
69.8251527339,25.8806383097
29.6265533691,18.8090206873
3.11533511955,33.446195692
22.2841479643,21.9504249248
27.3708220892,17.4670822083
90.6618064183,18.6830608773
57.5798644185,31.9033902513
36.1766854827,17.5417414348
84.2087999411,27.1037966766
70.2884694825,21.9349519849
81.3118019009,29.1381942124
99.4994516186,42.9998072618
31.3597080857,14.9193288782
19.5590691268,24.2291513034
87.374416287,20.8526727045
96.3323260508,30.8524618521
38.8129421262,32.5838373869
100.850326986,42.240496192
43.9854107883,34.1193863993
33.7016682058,23.9851247485
7.11221247017,29.0773339113
60.2536591093,24.8332694589
96.5062077347,27.8495951143
47.1896795131,27.0696472661
91.6965891063,18.5676324457
10.3001447251,46.7616176722
61.7161100186,29.6530929359
84.6937098559,25.3893026504
94.5066618783,24.7692472505
42.4801395583,29.4543321066
18.2322527818,26.9125527461
20.8612323925,14.5069526549
1.36246364907,42.1418918197
84.2513166154,23.9249934115
78.6227134106,21.3405610163
99.8746707555,44.5071086783
92.0681350307,27.6932238726
74.6534399548,24.9476269658
42.0300226065,26.2213803629
80.3674591784,22.8170649577
89.4022001155,23.2885613092
33.0248989171,18.1701384759
24.8494750463,15.5838113622
66.4675226666,31.8900661838
24.5923741032,19.1820957032
43.4832187167,32.484484917
33.687390734,24.7648945429
5.07893820391,37.0316921093
21.4512470291,12.6527517925
67.2023352892,31.8662834379
86.5481544801,23.672050706
73.0123188729,27.3193563846
46.3694052704,29.013932106
61.5752323696,23.4287598298
63.8133635982,32.7421832992
2.76080133821,43.0182640386
29.1687132534,13.2396180216
37.9650921189,24.2181726677
56.8148226425,25.8111992033
35.5372802531,22.3667813661
85.4567373802,20.6682688023
84.483527395,20.1767697326
5.75427673755,31.7826087967
71.3033331545,30.0443105366
99.0981571382,29.9186694116
33.8020028831,25.6542438808
62.8807909835,26.3957425516
24.2684615568,10.6706937239
79.1708886529,18.05041419
51.6910961254,24.2246896974
35.1980604598,20.5903061997
100.466411936,48.7512247563
80.899685617,22.9170398417
38.4541185315,19.405071348
36.3519516036,19.2171530632
39.5931123678,14.1037059918
87.2479785622,28.3851297607
29.5895755524,12.895320617
24.0396712863,13.1485734079
14.7480273721,17.6015741238
0.718799464783,56.3244810939
95.7191254674,39.5643917507
39.1753913323,20.8535399194
73.6345086418,25.4790678864
102.682526224,62.453045798
107.11028035,74.1089643549
86.7679229363,25.7501686063
14.4316768352,12.1156281878
39.0076015564,20.6979089547
11.5532936672,30.4502645832
30.2211150675,15.5296779716
11.367957277,32.7489189196
62.7338623578,22.0065351315
1.80951632457,40.6777582561
29.1622305101,11.8627219781
73.0868530735,31.9522246684
8.99147195163,38.2370362618
100.949737131,46.7775378047
89.2262274111,21.6091035187
70.1090541913,17.7403461406
18.5525191426,10.0773950943
7.68592946967,22.1886197013
95.558372207,39.3902824156
39.1721018188,29.6971032656
61.5700467861,27.5519295926
36.6293593665,26.1919031361
67.8434920383,20.7883317326
12.0334311139,32.0285337547
105.571024546,57.4850157791
11.9762578144,17.7260737444
103.017405167,45.8054710716
39.6570058158,18.3184351909
96.1252974749,32.0739627847
76.2987808196,23.3131764103
48.1362286151,35.902491507
89.2884617313,23.1575710348
33.6470109933,17.3934880078
32.4897041169,16.310627329
8.8622016757,29.1708917318
105.686084537,58.5061103393
7.8622540217,33.8707794442
62.6305485526,24.5568513164
49.8170651838,24.9938983353
12.2802274386,22.4500273823
71.2956170466,27.3698375985
93.1814639684,30.7213439657
62.7618417559,17.2400271624
41.8032303704,26.0148299512
44.6241822427,33.7397230454
98.7135559582,33.9375895762
92.3578104247,29.6963084378
33.3063785271,23.810013693
27.3388311076,13.0041505614
88.5056048375,30.989397087
36.4099391329,21.8374939289
48.9585247038,21.3955838783
60.2921842525,33.3197888908
92.5864087406,25.0456185687
48.0328183807,28.419570188
57.0137209025,28.1259445907
80.8912632594,27.449424344
30.321716849,11.7174072531
12.0577316271,28.0583633588
4.85146418683,40.2724097664
106.691016643,63.9544313082
67.5570622433,32.2745891425
25.5501668563,26.8576938812
49.0880031063,27.1126329702
41.0448797344,24.3462332604
107.975486521,69.8005420693
91.3085138424,24.2324269826
42.4586086104,37.7170116857
76.1698764805,20.8951425627
2.2490254531,34.2291818788
96.2384133371,30.7992823224
8.924951811,22.4270459751
88.9925397063,29.2053583803
89.7763444731,28.7195880209
99.9031547568,48.2446819348
56.841331016,34.4558808772
23.1112262095,12.4703087747
37.7735315693,22.9983323761
3.04108727348,35.8245577427
5.37675120284,26.3360523401
107.144004881,65.1931753059
49.2455611772,30.0102133544
4.50371091379,40.8744009743
58.9636669131,38.4719757092
51.5138209261,39.5446496039
105.813916408,61.2385848173
108.393195619,77.0313608318
80.7504617769,19.9071748768
94.4537914164,33.473167963
7.02256075513,21.8362983867
28.3620776696,13.8168446378
30.4944382928,14.1004799112
21.0067315568,8.36164423223
31.728400837,25.7146274031
53.6541137903,33.0387084557
32.6333848803,15.6012276081
71.2857303274,17.3432529661
75.6948775044,24.7575983871
80.8035639063,23.8887950883
44.7222576288,21.4402826172
104.055643326,55.6761548223
26.3493709639,17.9030728935
69.0709186258,24.071027526
13.9959048094,20.3602000171
56.6514422521,25.7282600859
101.839179641,57.9955812129
105.312447219,59.3036784323
44.1339323465,20.5996811759
12.1182163228,18.7912068672
55.2642372554,34.0949088109
23.4351277035,22.642920358
52.4886042571,32.2149218477
7.03125851553,26.8172965472
76.6688287957,26.0128612491
104.01359767,56.1403094876
26.8548797082,28.0428412976
0.297573802625,42.856710532
70.9739156055,21.9009894852
89.291449264,19.5954308428
94.1808037138,23.2120576029
25.2979484584,19.6346036065
64.9173613754,23.1111399812
71.8961853042,25.5749894174
7.02529742709,27.2938703129
89.4658384345,18.910420742
67.5664368296,20.6092711761
100.554129518,42.6542903965
22.0051289662,12.5702256165
58.7253618949,27.3651758785
70.200194606,29.0965904987
56.8396524633,41.7113071614
26.8276696347,23.3164855763
61.0808971302,25.5174773076
44.1033907706,29.8567344022
61.0988767992,26.7959134359
52.1498849411,25.5249479672
95.0033208499,37.1800002615
13.8983677396,29.5946070475
55.4300927917,33.4649118313
30.9294749412,19.3867234778
6.60289661318,22.589737123
95.8386658657,27.1082499537
19.6061670767,18.5395808807
24.7776114785,22.371876624
105.398496854,52.7513307252
21.2997769505,24.3311663476
37.7400313821,38.5545470562
60.8050698674,30.0831800948
95.141950605,28.9628541065
58.548402267,25.4354608603
60.345723448,29.3790350546
34.3415361697,26.0446354789
46.998458896,28.0853912131
52.4979449742,25.5697092725
89.4961977518,20.2532769207
76.4420329399,25.0283448814
13.1328879937,21.3308504758
80.0991802236,9.0185102976
72.9390078196,16.5740310143
108.671729184,79.6092238031
44.809526686,33.2422749017
3.32103279562,31.0253091967
62.5819699449,21.6618900334
42.1165231146,24.8216075252
28.7586819168,18.4729565628
32.6176898336,18.3033770328
64.1715209807,28.3305093804
38.5272182361,22.2849698513
5.28354146231,39.4944808049
96.2373357995,32.0737688374
31.1123575476,8.80368374153
42.0972212009,24.8757752994
73.8777552679,18.1867262507
21.5247561231,16.8999990888
28.1737471117,14.1552090733
82.4323632832,22.7069684094
83.9170787581,21.050271963
9.94205940951,38.8432218309
66.7338797579,28.402670537
27.6094239295,26.9656588707
83.6170022451,16.9774476909
83.7486534239,17.3218899031
2.91878139583,43.4150854186
103.710746743,49.8115329579
106.618839074,67.4627497008
21.4043174114,16.4383152962
40.1679455604,28.6053588374
94.0022633787,29.2269191478
52.8252144706,31.3364577804
95.1373720463,35.7689047112
75.8789021991,23.8091499052
73.1873537997,26.6157104714
91.3814039611,33.1164043559
75.5132143702,16.1430793168
36.2521674893,29.8715602963
15.0331169882,24.1647506975
70.6591888694,19.6174287098
24.8943846608,18.8666055709
27.3291133306,22.786319639
10.9614010635,25.5798755644
11.0822862959,23.3934739104
44.50824434,29.6206266919
26.6109044089,16.2087757143
79.0369972563,22.4442048102
20.8453562782,13.9706695719
70.2974071447,24.9945963826
70.4458768006,23.7661303086
27.0614109418,12.0027397761
98.3196639326,55.0986541803
58.3042072899,26.6851024463
