caseID,boarded,budget,memberCount,preferredClass,sex,age
2540672320,0,852,2,THIRD_AC,female,3
1358450795,0,710,0,THIRD_AC,female,1
1772554557,0,710,0,THIRD_AC,male,2
2457367506,0,710,0,THIRD_AC,male,2
2925941736,0,710,0,THIRD_AC,female,1
1096276965,1,710,0,THIRD_AC,male,3
3315513127,1,710,0,THIRD_AC,male,2
2230853356,1,710,1,THIRD_AC,female,4
192372568,0,710,1,THIRD_AC,male,0
4154539890,0,710,1,THIRD_AC,female,1
3678257455,0,781,0,THIRD_AC,male,2
2817336855,1,710,0,THIRD_AC,male,2
3794114350,1,710,0,THIRD_AC,male,2
3125665183,1,710,0,THIRD_AC,male,2
4127708885,1,710,0,THIRD_AC,male,2
3352662561,1,710,0,THIRD_AC,male,3
3353279439,1,710,0,THIRD_AC,male,1
2995159482,1,852,0,THIRD_AC,male,3
4133585842,0,710,1,THIRD_AC,female,1
3195224783,1,923,6,THIRD_AC,male,0
1335109636,1,923,6,THIRD_AC,female,0
3313084257,1,923,6,THIRD_AC,female,0
327825564,0,710,6,THIRD_AC,female,1
4248618030,1,710,6,THIRD_AC,female,3
768190489,1,923,6,THIRD_AC,female,0
1255031957,1,923,6,THIRD_AC,female,1
2133892079,1,923,6,THIRD_AC,male,3
104160856,0,710,0,THIRD_AC,male,2
1501543747,1,710,0,THIRD_AC,male,2
754533363,1,923,6,THIRD_AC,female,3
1883854243,1,710,0,THIRD_AC,male,2
2531948866,1,710,0,THIRD_AC,male,2
3299952459,1,781,1,THIRD_AC,male,2
2504896537,1,781,1,THIRD_AC,female,1
2749584121,1,710,0,THIRD_AC,male,2
3768986649,1,710,0,THIRD_AC,male,3
2681380783,1,923,6,THIRD_AC,male,0
30850011,1,923,6,THIRD_AC,male,0
2588182630,0,923,6,THIRD_AC,male,0
740661708,1,923,6,THIRD_AC,male,1
2470692404,0,923,6,THIRD_AC,female,0
1187181315,1,923,6,THIRD_AC,male,4
3310903752,0,710,0,THIRD_AC,male,2
3921351837,0,923,6,THIRD_AC,female,3
4024104853,0,710,0,THIRD_AC,female,4
1102276565,1,710,0,THIRD_AC,male,2
2065475205,1,710,0,THIRD_AC,male,2
4157305208,1,781,0,THIRD_AC,female,1
127689749,1,710,0,THIRD_AC,male,3
1312207476,1,710,0,THIRD_AC,male,2
3502753238,0,710,0,THIRD_AC,female,1
194520006,1,710,0,THIRD_AC,male,2
2557563279,1,781,1,THIRD_AC,male,3
3627958805,0,781,3,THIRD_AC,female,3
2629915898,0,781,3,THIRD_AC,female,0
3556713892,0,781,3,THIRD_AC,female,0
2049870908,0,781,3,THIRD_AC,female,0
3029196514,0,781,3,THIRD_AC,female,2
23419576,0,710,0,THIRD_AC,female,1
1323519446,1,710,0,THIRD_AC,male,4
2537064679,1,710,0,THIRD_AC,male,2
35068896,0,710,0,THIRD_AC,male,2
3525535454,1,781,1,THIRD_AC,female,1
3402234945,1,781,1,THIRD_AC,female,4
3636917254,1,710,0,THIRD_AC,female,2
3967119470,1,710,0,THIRD_AC,male,2
2208116890,1,710,0,THIRD_AC,male,1
1526019522,1,710,0,THIRD_AC,male,2
1028328633,1,710,0,THIRD_AC,male,2
3676028621,1,710,0,THIRD_AC,male,0
1430849734,1,710,0,THIRD_AC,male,2
91303198,0,1065,0,THIRD_AC,male,3
3636307444,1,710,0,THIRD_AC,male,2
3652286891,1,710,0,THIRD_AC,male,1
1196303551,1,710,0,THIRD_AC,male,2
2278875938,1,781,2,THIRD_AC,male,0
17660355,1,781,2,THIRD_AC,female,0
2605349343,1,710,0,THIRD_AC,male,0
4246775756,1,781,2,THIRD_AC,female,0
1709340858,1,710,2,THIRD_AC,female,0
3451235674,1,781,2,THIRD_AC,male,4
933279864,1,781,2,THIRD_AC,female,3
2737790343,1,781,0,THIRD_AC,male,2
3871553268,0,710,0,THIRD_AC,female,2
2161057486,1,710,0,THIRD_AC,female,2
2234845275,1,710,1,THIRD_AC,male,2
631079192,1,710,1,THIRD_AC,male,2
1319074391,1,710,0,THIRD_AC,male,2
3579158752,1,710,0,THIRD_AC,male,3
1909597619,1,710,0,THIRD_AC,female,1
163746544,0,710,0,THIRD_AC,male,2
8214042,1,710,0,THIRD_AC,male,1
3501388376,1,710,0,THIRD_AC,female,1
2425934821,1,710,0,THIRD_AC,female,2
4292796487,1,710,0,THIRD_AC,female,3
33301516,1,710,0,THIRD_AC,male,1
2547527086,1,710,0,THIRD_AC,male,3
1267636559,1,710,0,THIRD_AC,male,1
1277990922,1,710,0,THIRD_AC,male,1
4194318402,1,710,0,THIRD_AC,female,2
3225973490,1,710,0,THIRD_AC,male,2
1461799524,1,710,0,THIRD_AC,male,2
4001360069,1,781,1,THIRD_AC,male,0
2963072701,1,781,1,THIRD_AC,female,0
676762849,1,710,0,THIRD_AC,male,2
3347583239,1,710,0,THIRD_AC,male,2
1154858427,0,710,0,THIRD_AC,female,1
890730503,1,710,0,THIRD_AC,female,3
3172538204,1,710,0,THIRD_AC,male,2
1263513914,1,710,0,THIRD_AC,male,2
981814252,1,710,0,THIRD_AC,male,2
3800631349,0,1065,0,THIRD_AC,male,3
586513655,1,710,0,THIRD_AC,male,2
2637162043,1,781,1,THIRD_AC,male,2
825308595,1,781,1,THIRD_AC,male,1
3142968490,1,710,0,THIRD_AC,male,2
2936355578,0,710,0,THIRD_AC,male,1
2582591660,1,710,0,THIRD_AC,male,2
1756404360,1,710,0,THIRD_AC,male,3
3182192831,1,710,0,THIRD_AC,male,2
2694917545,1,710,0,THIRD_AC,male,3
2109005941,1,710,0,THIRD_AC,male,3
2135518258,0,710,0,THIRD_AC,female,2
951711684,1,710,0,THIRD_AC,female,3
2091840335,1,710,0,THIRD_AC,male,7
3027920721,1,710,0,THIRD_AC,male,4
3653748678,1,710,0,THIRD_AC,male,3
4245454263,1,710,0,THIRD_AC,male,2
882592733,1,710,0,THIRD_AC,male,1
1920402768,1,710,0,THIRD_AC,male,3
1161913577,0,781,2,THIRD_AC,male,0
2399368899,0,781,2,THIRD_AC,male,0
3053944568,0,781,2,THIRD_AC,female,3
1651934206,1,710,0,THIRD_AC,male,5
19466263,1,710,0,THIRD_AC,male,1
982434444,0,781,1,THIRD_AC,female,1
3679142314,1,781,1,THIRD_AC,male,4
403224415,1,710,0,THIRD_AC,male,1
3622222637,1,710,0,THIRD_AC,male,2
4144169258,0,710,0,THIRD_AC,male,4
1719873544,1,781,0,THIRD_AC,female,2
2925214890,1,781,0,THIRD_AC,male,1
3887905562,0,710,0,THIRD_AC,female,3
2182622123,0,710,0,THIRD_AC,male,2
2939702529,1,781,2,THIRD_AC,male,0
3014661416,1,781,2,THIRD_AC,male,3
876468479,1,781,2,THIRD_AC,female,2
3493169790,1,710,0,THIRD_AC,male,2
151953439,1,710,0,THIRD_AC,male,2
1109762745,1,852,2,THIRD_AC,male,2
2205278808,1,710,0,THIRD_AC,male,2
1949810530,1,852,2,THIRD_AC,male,2
2365955717,1,710,2,THIRD_AC,male,1
3949385240,1,781,1,THIRD_AC,male,0
3613597202,0,781,1,THIRD_AC,female,0
1634891233,0,781,1,THIRD_AC,male,3
3573707300,0,781,1,THIRD_AC,female,3
1288019686,0,710,0,THIRD_AC,male,3
282568759,1,710,0,THIRD_AC,male,1
3698112693,0,852,3,THIRD_AC,male,0
2387424033,0,852,3,THIRD_AC,female,0
2301911726,1,852,3,THIRD_AC,male,2
3538824368,0,852,3,THIRD_AC,female,3
858089399,1,710,0,THIRD_AC,male,2
3781860244,1,710,0,THIRD_AC,male,0
1028268605,1,710,0,THIRD_AC,male,0
3858621454,1,710,0,THIRD_AC,male,2
4206632926,1,710,0,THIRD_AC,male,3
3826796197,0,710,0,THIRD_AC,female,1
1026117831,1,710,0,THIRD_AC,male,1
330232237,1,710,0,THIRD_AC,male,4
826231632,1,710,0,THIRD_AC,male,4
3642140032,1,710,0,THIRD_AC,male,0
1145735948,1,710,0,THIRD_AC,male,3
2944898741,0,710,0,THIRD_AC,male,1
2955529007,0,781,0,THIRD_AC,female,3
820282907,1,710,0,THIRD_AC,female,2
2519009491,0,710,0,THIRD_AC,female,2
4206077610,1,710,0,THIRD_AC,male,3
4279165356,1,710,0,THIRD_AC,male,6
4143163995,0,710,0,THIRD_AC,male,2
780453535,1,781,1,THIRD_AC,male,2
2477579035,0,781,1,THIRD_AC,female,2
1566179144,1,710,0,THIRD_AC,male,1
3939961708,1,710,0,THIRD_AC,male,1
409239811,1,710,0,THIRD_AC,male,4
379291257,1,710,0,THIRD_AC,male,0
3058494909,1,710,2,THIRD_AC,male,3
545811472,1,710,2,THIRD_AC,male,1
747616951,1,710,2,THIRD_AC,male,1
1079994762,1,710,0,THIRD_AC,male,4
3342727130,0,781,0,THIRD_AC,female,0
2994644550,1,710,0,THIRD_AC,male,0
3343880480,1,781,0,THIRD_AC,male,4
160338474,1,710,0,THIRD_AC,male,4
2960803687,0,710,0,THIRD_AC,male,0
1767361414,1,710,0,THIRD_AC,male,1
441943931,1,710,0,THIRD_AC,female,0
1122425297,1,710,0,THIRD_AC,male,0
2664078239,1,710,0,THIRD_AC,male,0
1999184999,1,710,0,THIRD_AC,male,2
4010825584,1,710,0,THIRD_AC,male,0
334590737,0,1065,0,THIRD_AC,male,0
2768084968,1,923,4,THIRD_AC,female,2
2610885066,1,923,4,THIRD_AC,female,0
3449194809,1,710,0,THIRD_AC,male,0
3567654073,1,923,4,THIRD_AC,male,1
2551855167,1,923,4,THIRD_AC,male,1
3693449503,1,923,4,THIRD_AC,female,4
135810292,1,710,0,THIRD_AC,male,0
2501499302,1,710,0,THIRD_AC,male,0
112124964,1,710,0,THIRD_AC,male,2
3862860225,1,781,0,THIRD_AC,male,0
3103631742,1,710,0,THIRD_AC,male,0
1439336896,1,710,0,THIRD_AC,male,2
1126924972,0,710,0,THIRD_AC,female,1
1725486003,0,710,0,THIRD_AC,female,0
2214513036,0,852,2,THIRD_AC,male,0
3641287406,1,852,2,THIRD_AC,male,3
3489895171,1,710,0,THIRD_AC,male,4
435793816,0,852,2,THIRD_AC,female,3
2224811411,1,710,0,THIRD_AC,male,3
936607025,1,994,7,THIRD_AC,male,0
1429618021,1,994,7,THIRD_AC,male,0
2186368617,1,994,7,THIRD_AC,male,1
3155413124,1,994,7,THIRD_AC,female,1
2443829568,1,994,7,THIRD_AC,female,1
1057614201,1,994,7,THIRD_AC,male,1
3419173019,1,994,7,THIRD_AC,male,4
2914397129,1,994,7,THIRD_AC,female,4
2816365028,1,710,0,THIRD_AC,male,5
4069323363,1,710,0,THIRD_AC,male,3
1761632850,1,710,0,THIRD_AC,male,0
3188176404,1,710,0,THIRD_AC,male,2
2659677934,1,710,2,THIRD_AC,male,3
3232033124,1,710,2,THIRD_AC,male,2
249037901,1,710,0,THIRD_AC,male,1
940854316,1,710,0,THIRD_AC,female,2
813935801,1,710,0,THIRD_AC,female,1
4273310129,1,781,1,THIRD_AC,male,0
1632946418,1,781,1,THIRD_AC,male,0
3961601243,1,781,1,THIRD_AC,male,2
720982492,0,781,1,THIRD_AC,female,2
2940803355,1,710,0,THIRD_AC,male,2
3832649056,1,710,0,THIRD_AC,male,2
87362673,1,781,2,THIRD_AC,male,4
1959528740,1,710,1,THIRD_AC,male,2
3153376781,1,710,0,THIRD_AC,male,2
3156450307,0,781,1,THIRD_AC,female,4
516937594,1,710,0,THIRD_AC,female,0
1211504226,1,710,0,THIRD_AC,male,2
1717985964,1,710,0,THIRD_AC,male,0
2946864871,1,781,0,THIRD_AC,male,1
1611530409,0,710,0,THIRD_AC,female,0
3989949203,0,710,0,THIRD_AC,male,2
3301116830,0,1065,0,THIRD_AC,male,0
2821704391,1,710,0,THIRD_AC,female,1
1622168234,0,710,0,THIRD_AC,female,2
3610337720,1,710,0,THIRD_AC,female,2
3528004392,0,710,0,THIRD_AC,female,2
3481746555,1,710,0,THIRD_AC,male,2
1505904670,1,710,0,THIRD_AC,female,2
281775715,1,710,0,THIRD_AC,female,0
3970263727,0,781,1,THIRD_AC,female,0
3883386370,0,781,2,THIRD_AC,female,2
1529056729,1,710,0,THIRD_AC,male,4
2875620099,1,852,0,THIRD_AC,male,2
3234730057,0,710,0,THIRD_AC,female,2
1434828607,1,710,0,THIRD_AC,male,0
378517845,0,710,0,THIRD_AC,female,0
3805483194,1,710,0,THIRD_AC,male,4
1971529011,0,710,0,THIRD_AC,male,0
2131162891,1,710,0,THIRD_AC,male,3
4261670740,1,710,0,THIRD_AC,male,0
2967820454,1,710,1,THIRD_AC,female,2
2718981589,1,710,1,THIRD_AC,female,2
2302950012,1,710,0,THIRD_AC,male,0
1226649617,0,710,0,THIRD_AC,male,2
1882487286,0,710,0,THIRD_AC,male,2
2763249878,1,710,0,THIRD_AC,male,0
2005438962,1,710,0,THIRD_AC,male,2
1297908091,1,710,0,THIRD_AC,male,4
3487506835,1,710,1,THIRD_AC,male,1
3308562867,0,710,0,THIRD_AC,female,0
3885438368,0,710,0,THIRD_AC,male,0
40544401,1,710,0,THIRD_AC,male,3
4006558041,0,710,0,THIRD_AC,male,2
2999097352,1,710,0,THIRD_AC,male,2
77171310,1,710,0,THIRD_AC,male,3
46048104,1,710,0,THIRD_AC,male,3
3412326686,1,710,0,THIRD_AC,male,2
639822614,0,781,2,THIRD_AC,male,0
2874308171,0,781,2,THIRD_AC,female,0
215231142,1,710,0,THIRD_AC,male,4
522890504,1,710,0,THIRD_AC,male,3
2234121834,1,710,0,THIRD_AC,male,1
778223751,0,781,2,THIRD_AC,female,2
3873491830,1,852,3,THIRD_AC,male,0
1395964716,1,852,3,THIRD_AC,female,0
2073476190,1,852,3,THIRD_AC,male,0
4128598480,1,852,3,THIRD_AC,female,0
2552444141,1,710,0,THIRD_AC,male,2
3155694877,0,710,0,THIRD_AC,male,3
2040808200,1,710,0,THIRD_AC,male,2
1522098706,1,710,1,THIRD_AC,female,2
1807144654,1,710,1,THIRD_AC,female,2
3435340784,0,710,0,THIRD_AC,male,3
2048970426,1,710,0,THIRD_AC,male,1
3427818741,1,710,0,THIRD_AC,male,2
36065264,1,710,0,THIRD_AC,male,3
3964524240,0,710,0,THIRD_AC,male,2
720690896,1,710,0,THIRD_AC,male,3
667493837,1,710,0,THIRD_AC,male,2
2850141758,0,781,1,THIRD_AC,female,0
2553867829,0,781,1,THIRD_AC,male,3
1123270633,1,710,0,THIRD_AC,male,0
2913943642,1,710,0,THIRD_AC,male,1
1196581348,1,710,0,THIRD_AC,male,0
3668730055,1,710,0,THIRD_AC,male,0
3925991372,0,710,0,THIRD_AC,female,0
849400598,0,710,0,THIRD_AC,female,0
3947514405,1,710,0,THIRD_AC,male,3
4177137325,1,710,0,THIRD_AC,male,4
588999935,0,710,0,THIRD_AC,male,0
3873929000,1,781,1,THIRD_AC,male,0
3973779875,1,781,1,THIRD_AC,female,0
1546536746,1,710,1,THIRD_AC,male,0
3251158774,1,710,1,THIRD_AC,male,0
390347679,1,710,0,THIRD_AC,male,0
1766901298,1,710,2,THIRD_AC,female,2
629567495,1,710,2,THIRD_AC,male,2
2522252835,0,852,2,THIRD_AC,female,0
309452882,0,852,4,THIRD_AC,male,2
594681599,0,852,2,THIRD_AC,female,2
3683714221,1,781,2,THIRD_AC,female,0
2216384925,1,710,2,THIRD_AC,male,1
422824799,1,781,2,THIRD_AC,female,3
3329640751,1,710,0,THIRD_AC,male,0
1074066934,0,710,0,THIRD_AC,male,2
2465512676,1,710,0,THIRD_AC,male,0
3155914450,1,710,0,THIRD_AC,female,3
551933244,1,710,0,THIRD_AC,male,0
2557183492,0,1065,0,THIRD_AC,male,0
4240904252,1,1065,0,THIRD_AC,male,0
920117836,0,710,0,THIRD_AC,female,2
1264339838,1,710,0,THIRD_AC,male,0
2030182748,0,1065,0,THIRD_AC,male,2
1334241748,1,710,0,THIRD_AC,male,2
3908367269,1,710,0,THIRD_AC,male,2
2217165989,1,710,0,THIRD_AC,male,2
925479167,0,710,0,THIRD_AC,male,2
2474083439,1,852,4,THIRD_AC,male,0
212584044,1,852,4,THIRD_AC,female,0
1914010010,1,852,4,THIRD_AC,female,0
2686552327,1,852,4,THIRD_AC,female,0
3848076662,1,852,4,THIRD_AC,female,0
193244462,1,710,0,THIRD_AC,male,3
1422388419,1,710,0,THIRD_AC,male,3
4082400510,1,781,1,THIRD_AC,female,0
1302517738,1,781,1,THIRD_AC,male,0
1964108248,1,710,0,THIRD_AC,male,3
2872521538,1,852,0,THIRD_AC,male,3
61232265,1,710,0,THIRD_AC,male,2
2041345547,1,710,0,THIRD_AC,female,2
4186350087,1,710,0,THIRD_AC,female,4
505837023,1,781,1,THIRD_AC,male,3
2560330447,1,781,1,THIRD_AC,female,3
66696287,0,710,1,THIRD_AC,male,2
1287373729,1,710,0,THIRD_AC,male,0
4088034093,1,1065,0,THIRD_AC,male,2
2438640961,1,710,0,THIRD_AC,male,0
2162174927,1,781,1,THIRD_AC,male,3
2728739324,1,781,1,THIRD_AC,female,2
3477997972,1,710,0,THIRD_AC,male,0
3341004410,1,710,0,THIRD_AC,male,2
1272519396,0,710,0,THIRD_AC,male,2
180836816,1,710,0,THIRD_AC,male,5
3386031913,0,710,0,THIRD_AC,female,2
79540355,0,710,0,THIRD_AC,male,3
2416180392,1,710,0,THIRD_AC,male,0
3197784903,1,710,0,THIRD_AC,male,0
1149110518,0,710,0,THIRD_AC,female,0
2838893184,0,710,0,THIRD_AC,male,2
1589666289,1,710,0,THIRD_AC,male,2
3568520237,1,710,0,THIRD_AC,female,0
1130784384,1,710,0,THIRD_AC,male,0
4019509882,1,710,0,THIRD_AC,male,0
1941401541,1,710,0,THIRD_AC,male,2
744533151,0,710,0,THIRD_AC,male,0
3874105194,1,710,0,THIRD_AC,female,3
311573498,0,710,0,THIRD_AC,female,0
2769596643,1,710,0,THIRD_AC,male,0
1590329728,1,710,0,THIRD_AC,male,3
3673881646,1,710,0,THIRD_AC,male,3
3851324507,0,710,0,THIRD_AC,female,0
2880820518,1,710,0,THIRD_AC,male,0
3205013366,0,710,0,THIRD_AC,female,0
1777959063,0,710,0,THIRD_AC,male,0
164242074,0,852,2,THIRD_AC,female,0
1881707220,0,852,2,THIRD_AC,female,0
1388609033,0,852,2,THIRD_AC,male,0
3806787522,0,710,0,THIRD_AC,female,0
2703969105,1,781,0,THIRD_AC,male,0
1045616268,0,710,0,THIRD_AC,female,0
2078591007,0,710,0,THIRD_AC,female,1
440836534,1,710,0,THIRD_AC,female,3
374177347,1,710,0,THIRD_AC,male,0
2303340390,1,781,1,THIRD_AC,male,2
1141430869,1,781,1,THIRD_AC,female,1
3689514533,1,710,0,THIRD_AC,female,0
3269430882,1,710,0,THIRD_AC,female,0
2406193618,1,710,0,THIRD_AC,female,0
2453982246,1,710,0,THIRD_AC,male,5
1867712981,1,710,0,THIRD_AC,male,0
4061512283,0,710,0,THIRD_AC,male,2
2722253333,1,710,0,THIRD_AC,male,0
3624432863,1,710,0,THIRD_AC,male,2
1429641322,1,710,0,THIRD_AC,male,2
442383346,1,710,0,THIRD_AC,male,2
3890083881,1,710,0,THIRD_AC,male,0
17879681,0,710,0,THIRD_AC,female,0
1795935748,1,710,0,THIRD_AC,male,2
3004878114,0,781,1,THIRD_AC,male,0
3964990108,0,781,1,THIRD_AC,female,2
3846802341,1,710,0,THIRD_AC,male,0
2333556061,0,852,1,THIRD_AC,female,0
1637274001,1,852,1,THIRD_AC,male,0
2489539432,1,710,0,THIRD_AC,male,0
3375715589,1,710,0,THIRD_AC,male,3
2695171667,1,710,0,THIRD_AC,male,0
3448989141,0,710,0,THIRD_AC,male,0
305229475,0,781,2,THIRD_AC,male,0
3852422174,0,781,2,THIRD_AC,male,0
3850659843,0,781,2,THIRD_AC,female,0
1157069366,0,710,0,THIRD_AC,female,0
361517504,1,710,0,THIRD_AC,male,0
1158722606,0,710,0,THIRD_AC,female,0
3428532518,0,710,0,THIRD_AC,female,2
2239511870,1,710,0,THIRD_AC,male,0
3403352886,0,781,1,THIRD_AC,female,0
1480051320,0,781,1,THIRD_AC,female,0
3947391740,0,781,0,THIRD_AC,female,0
2694828641,1,710,0,THIRD_AC,male,1
2733817778,1,710,0,THIRD_AC,male,2
1533066902,0,710,0,THIRD_AC,female,1
1412343310,0,781,2,THIRD_AC,female,0
3071364104,0,781,2,THIRD_AC,male,2
2779466931,0,781,2,THIRD_AC,female,1
1693127087,1,710,0,THIRD_AC,male,3
2326585046,1,710,0,THIRD_AC,male,0
106577089,1,710,0,THIRD_AC,male,0
2410613890,1,710,0,THIRD_AC,female,0
2001085518,1,710,0,THIRD_AC,male,0
2653929210,0,781,1,THIRD_AC,male,1
4117670250,0,781,1,THIRD_AC,female,1
3630521124,1,710,0,THIRD_AC,female,2
4290878565,1,710,0,THIRD_AC,male,2
966920966,0,710,0,THIRD_AC,female,1
897184268,0,710,0,THIRD_AC,female,2
3944108261,1,710,0,THIRD_AC,male,2
2305332837,1,710,0,THIRD_AC,male,4
3546527844,0,710,0,THIRD_AC,male,3
1896241610,1,710,0,THIRD_AC,male,2
2225155050,1,710,0,THIRD_AC,male,2
323018166,0,710,0,THIRD_AC,female,2
2181803289,1,710,0,THIRD_AC,male,6
3825183663,1,781,1,THIRD_AC,male,0
3135028729,1,710,0,THIRD_AC,male,0
2469557026,0,781,1,THIRD_AC,female,0
723797863,1,710,0,THIRD_AC,male,0
625259003,1,710,0,THIRD_AC,male,0
1149846555,1,710,0,THIRD_AC,male,0
13739336,1,710,0,THIRD_AC,male,2
4028537299,1,710,0,THIRD_AC,female,0
2671558839,0,710,0,THIRD_AC,female,0
4070807499,0,710,0,THIRD_AC,female,0
2988503113,0,710,0,THIRD_AC,female,2
2756844711,0,710,0,THIRD_AC,male,0
2579572394,0,710,0,THIRD_AC,female,0
3154315792,0,710,1,THIRD_AC,male,0
3691540480,1,852,0,THIRD_AC,male,2
760271630,1,710,1,THIRD_AC,male,4
2553952070,1,710,0,THIRD_AC,male,0
3116131949,1,710,0,THIRD_AC,female,3
3785882617,1,710,0,THIRD_AC,male,2
2824222415,0,710,0,THIRD_AC,male,3
2358430005,1,710,0,THIRD_AC,male,2
4262376367,1,710,0,THIRD_AC,female,2
3880182693,1,710,0,THIRD_AC,female,2
4073399869,1,710,0,THIRD_AC,male,2
3851071192,1,710,0,THIRD_AC,male,1
2902788124,0,710,0,THIRD_AC,female,3
2151333561,1,710,0,THIRD_AC,female,0
4183662124,1,852,4,THIRD_AC,male,0
52870345,1,852,4,THIRD_AC,male,0
1122958699,1,852,4,THIRD_AC,female,0
2297387302,1,852,4,THIRD_AC,female,0
1018570343,1,852,4,THIRD_AC,female,2
220495425,1,923,5,THIRD_AC,male,0
1167231005,1,923,5,THIRD_AC,male,0
759887714,1,923,5,THIRD_AC,male,0
2863653791,1,923,5,THIRD_AC,male,1
448367514,1,923,5,THIRD_AC,male,1
142553832,1,923,5,THIRD_AC,female,4
1157958540,1,710,0,THIRD_AC,male,2
2766327187,1,781,0,THIRD_AC,male,1
1821802214,1,710,0,THIRD_AC,male,0
2857798234,1,710,0,THIRD_AC,male,3
1339217770,1,781,2,THIRD_AC,male,0
3479915089,1,781,2,THIRD_AC,female,0
3826665637,1,781,2,THIRD_AC,female,2
2535965118,1,710,0,THIRD_AC,male,0
3160835532,1,710,0,THIRD_AC,male,0
3525149322,1,710,0,THIRD_AC,male,0
1821012632,1,710,0,THIRD_AC,male,2
3578808791,1,710,0,THIRD_AC,male,2
560933035,1,710,0,THIRD_AC,male,2
1191087703,0,710,1,THIRD_AC,male,2
4107907750,0,852,2,THIRD_AC,male,0
4198750000,0,852,2,THIRD_AC,female,0
745451751,0,852,2,THIRD_AC,female,0
3837300370,1,710,0,THIRD_AC,female,0
3616799641,1,710,0,THIRD_AC,male,2
971619408,1,710,0,THIRD_AC,female,2
636544381,1,710,0,THIRD_AC,male,1
4002470135,1,710,0,THIRD_AC,male,0
703544266,1,710,1,THIRD_AC,male,2
1045360563,1,710,0,THIRD_AC,female,1
2644715819,0,710,0,THIRD_AC,male,3
2419999386,1,710,0,THIRD_AC,male,0
3622936251,1,710,0,THIRD_AC,male,1
525638598,1,710,0,THIRD_AC,male,2
2738491532,1,710,0,THIRD_AC,male,0
1466611958,1,710,0,THIRD_AC,female,0
879351174,1,710,0,THIRD_AC,male,0
3025449323,1,710,0,THIRD_AC,male,0
4101693586,1,710,0,THIRD_AC,male,3
3431975377,1,710,0,THIRD_AC,male,2
2179974513,1,852,5,THIRD_AC,male,1
3284985203,1,852,5,THIRD_AC,male,0
3195662836,1,852,5,THIRD_AC,male,0
1274228537,1,852,5,THIRD_AC,male,0
1224145633,1,852,5,THIRD_AC,male,0
2443482294,1,852,5,THIRD_AC,female,3
4111354221,1,923,0,THIRD_AC,female,2
872059322,1,710,0,THIRD_AC,male,3
2040343578,0,710,0,THIRD_AC,female,0
3917854098,1,781,0,THIRD_AC,male,0
1161751897,1,781,0,THIRD_AC,female,0
3958285896,1,781,1,THIRD_AC,male,5
2714755279,1,781,1,THIRD_AC,female,4
122409593,1,710,0,THIRD_AC,male,0
3793489558,1,710,0,THIRD_AC,male,0
2168303068,1,852,2,THIRD_AC,female,0
2686609134,1,852,2,THIRD_AC,male,1
4156682087,1,852,2,THIRD_AC,female,4
2042477345,0,710,0,THIRD_AC,female,0
3621211155,1,710,0,THIRD_AC,male,5
753041673,1,710,0,THIRD_AC,male,1
3064750112,0,710,0,THIRD_AC,male,0
2949735458,1,852,0,THIRD_AC,male,0
4022086092,1,710,0,THIRD_AC,male,0
452285814,1,710,0,THIRD_AC,male,2
4129561599,1,710,0,THIRD_AC,male,0
2630809606,1,710,0,THIRD_AC,male,0
1967237686,1,710,0,THIRD_AC,male,0
769039898,1,710,0,THIRD_AC,male,3
329671444,1,1136,10,THIRD_AC,male,0
1074297283,1,1136,10,THIRD_AC,male,1
2990328158,1,1136,10,THIRD_AC,female,0
4250066232,1,1136,10,THIRD_AC,female,0
2084202944,1,1136,10,THIRD_AC,female,0
797839851,1,1136,10,THIRD_AC,female,0
3324614075,1,1136,10,THIRD_AC,male,0
1095420822,1,1136,10,THIRD_AC,male,0
3768397059,1,1136,10,THIRD_AC,male,0
1456724744,1,1136,10,THIRD_AC,male,0
2394543705,1,1136,10,THIRD_AC,female,0
3781384532,1,710,0,THIRD_AC,male,2
1859417698,0,710,0,THIRD_AC,female,2
71388850,1,710,0,THIRD_AC,male,3
2007727507,1,852,2,THIRD_AC,male,0
4244283195,1,852,2,THIRD_AC,male,0
746650426,1,852,2,THIRD_AC,male,0
2690325042,0,781,2,THIRD_AC,female,0
170630049,0,781,2,THIRD_AC,female,2
2405732022,0,781,2,THIRD_AC,female,0
902182135,0,710,0,THIRD_AC,male,2
4126487289,1,710,0,THIRD_AC,male,2
3561145069,1,710,0,THIRD_AC,male,2
2813703501,1,710,0,THIRD_AC,male,0
4013428728,1,710,0,THIRD_AC,male,0
1577866463,1,710,0,THIRD_AC,male,0
2026691335,0,710,0,THIRD_AC,male,2
3025564448,1,781,0,THIRD_AC,male,0
1650883884,0,710,0,THIRD_AC,female,0
2774426083,1,710,0,THIRD_AC,male,0
3399942736,1,710,0,THIRD_AC,male,0
3456810768,1,710,0,THIRD_AC,male,2
2556208619,1,710,0,THIRD_AC,male,0
3551043054,1,710,0,THIRD_AC,male,4
2838322544,1,710,0,THIRD_AC,male,2
3406775045,0,710,0,THIRD_AC,female,1
4200898527,1,852,5,THIRD_AC,male,0
2307003908,1,852,5,THIRD_AC,male,1
3649990071,1,852,5,THIRD_AC,female,0
526054610,1,852,5,THIRD_AC,female,0
560145304,1,852,5,THIRD_AC,male,4
4241787798,1,852,5,THIRD_AC,female,4
3432406882,1,710,0,THIRD_AC,male,0
3933923194,1,710,0,THIRD_AC,male,0
1401298180,1,710,0,THIRD_AC,male,0
